incident_key,cluster,pca_x,pca_y,severe,automation_level
0e46cead36f5a85,1,3.2413185728662017,1.8997398370535534,1,ADS
0e480914ed926d9,0,-2.8426988356810865,-5.154602352118202,1,L2
0e6365006633bea,1,3.754225622393073,-3.5294635062705937,1,ADS
0e669b99cadaeaf,0,-1.4457436918254354,1.6689732248347682,1,L2
0e857f04e0ad004,1,3.959935100497855,1.6057241531411737,0,ADS
0e9dcc00c73307d,0,-1.8723344345120831,1.3774284423419905,1,L2
0e9f6e352bb1255,1,2.1977260173032724,1.7270532061048012,0,ADS
0ea1ec98f503cf2,1,-1.0883177615972726,0.8955307847080365,1,L2
0ea292ae35cf3cd,1,3.9472840991443374,1.835793901022493,0,ADS
0eb2166ea114d70,0,-3.121755977828352,0.7360414674530616,1,L2
0eb6edd84e92986,0,-1.9778758272131107,1.5821670249692086,1,L2
0edea2f71d88716,0,-2.1922399335292666,1.9009733979644232,1,L2
0f07710b9ce3333,1,3.3923576222631993,-4.0854990375278755,0,ADS
0f0e2002f273d57,0,-3.0303879291905433,-5.144920077836754,1,L2
0f177736731c7b2,1,2.7265072997574347,1.6505701032890563,0,ADS
0f204a37a664e35,1,3.6323624974823003,1.3485280701311668,0,ADS
0f38605821106e8,1,3.3007769900975212,-3.5564524811970983,0,ADS
0f44449a1c7d6f4,0,0.11569528769736706,1.8736761300018834,1,L2
0f4b2c30b2b9d2a,1,3.6963801154976754,-3.9175128458954136,0,ADS
0f727e73232e26f,0,-1.7973445871734444,1.548808365954203,1,L2
0f85faa2481b20d,0,-1.167769399712634,1.2378921077915925,1,L2
0f89c2d92cf7c08,0,-2.802073197896744,-4.80736464174663,1,L2
0f920297cd173cf,1,3.6604767921491863,-4.53806429349962,1,ADS
0fa98029f8f1cef,1,2.5184639035025516,2.180270883978288,0,ADS
0fab32ab3e6ced6,0,-3.6647635244081123,1.4863711583880626,1,L2
0fb5221ce3710f2,0,-3.8612132519721563,0.6184891633835519,1,L2
0fb7826a1dd6243,0,-3.02492472992427,-4.599059756042775,1,L2
0fba897f9e1bb94,0,-3.322720613448122,0.298946331592226,1,L2
0fba9461538a6f1,0,-3.1002618093712453,1.4228246850168713,1,L2
0fe26bd928ba30d,0,-3.5492625437869085,1.4804128357533255,1,L2
0fee2e534adc40f,0,-9.84130720725729,0.6352191652901944,1,L2
100be7e36c21998,1,3.8613904325024166,-3.519631386378988,0,ADS
1016e5c64e50462,1,3.199665399989961,2.0200765473832467,0,ADS
1029a5425df2d3f,0,-2.9437621937246408,-5.149388819812807,1,L2
102e68fad6b24e5,0,-0.7734571951671567,1.89000650246758,1,L2
103598743148fd0,0,-2.561295222320425,0.5610896241233598,1,L2
103b9579e6c4a19,1,4.726870630584224,-3.9825258490729296,0,ADS
1066606e83871db,1,-0.10382124463128281,1.8344374818411457,1,L2
107615b2f60ddf7,0,-1.6888216429985639,1.873110844471776,1,L2
1080f6300aa69d6,1,0.5836010544663116,1.5486979822425446,1,L2
109953a8d0e9e19,0,-3.1939440907166037,0.7397654190997723,1,L2
10a98338c1881ae,1,-2.1567062572805886,1.0495364367497182,1,L2
10b2e7654714029,0,-3.445440405358149,0.3052770493916341,1,L2
10b4941ca4dba72,0,-1.6398578409942164,-4.601172700784109,1,L2
10edbc5657e4d74,1,0.1102218322375478,1.6931051236449262,1,L2
10f72ba4931873e,1,2.766629429094894,2.0463493588030337,1,ADS
110a747925e391c,0,-3.5320661408240515,0.3097457913676868,1,L2
111387abfbf94cc,0,-1.0196405250600793,1.4839723840597172,1,L2
1116b230ef5ffab,0,-0.7092985694189274,1.365366529380394,1,L2
1116f21b046f906,0,3.263035964551713,1.8745738716613114,1,ADS
1126ea005cf0e46,0,-3.861284802408754,1.4389393360802507,1,L2
112c82a378bbe3f,0,3.002192623130979,1.8435958429275432,1,ADS
1133293c787a8f2,1,3.869594950937709,1.4030436940520707,0,ADS
113c8c3454eb06d,0,-1.1672255355208712,1.5176276035627725,1,L2
